"Subject","Course","Course_Title","As","Bs","Cs","Ds","Fs","GPA","N"
"RES D",520,"P-INTRO OPER DENT",47,15,0,0,0,3.6,62
"RES D",525,"P-FIXED PROS",34,28,0,0,0,3.4,62
"RHB PO",524,"LL P&O II",1,12,0,0,0,3.2,13
"RUSS",101,"FIRST-YEAR RUSSIAN",23,11,0,0,0,3.65,34
"RUSS",110,"INTRO RUSS CUL/CIV",32,16,6,0,0,3.4,55
"RUSS",201,"SECOND-YEAR RUSS",15,7,0,0,0,3.6,22
"RUSS",301,"3RD YEAR RUSSIAN",10,3,0,0,0,3.7,13
"SCAND",100,"INTRO SCANDINAVIA",75,52,7,1,2,3.4,140
"SCAND",230,"INTRO TO FOLKLORE",18,6,0,0,2,3.3,26
"SCAND",270,"SAGAS OF VIKINGS",96,9,4,2,2,3.6,114
"SCAND",312,"MSTRPCES SCAND LIT",31,2,0,0,0,3.7,33
"SCAND",367,"SEXUALITY IN SCAND",90,7,0,0,0,3.7,97
"SCAND",370,"THE VIKINGS",30,28,5,0,0,3.3,64
"SCTL",501,"LOGST AND ANALYSIS",33,2,0,0,0,3.7,35
"SCTL",502,"IT INTEGRATION",31,4,0,0,0,3.6,35
"SCTL",506,"FIN AND PERF MGMT",21,7,0,0,0,3.6,28
"SEFS",520,"GEOG INFO SYSTEMS",20,0,0,0,0,4,20
"SLAV",101,"SLAV LANDS&PEOPLES",15,2,0,0,0,3.8,17
"SLAV",223,"EAST EURO CINEMA",30,18,0,0,1,3.4,49
"SMEA",476,"INTRO ENVIR LAW",19,0,0,0,0,3.9,19
"SMEA",485,"PACIFIC TOURISM",18,0,0,0,0,3.9,18
"SMEA",500,"HUMAN DIMENSIONS",30,2,0,0,0,3.7,32
"SMEA",521,"GOV RESP CLIMATE CHG",32,0,0,0,0,3.9,32
"SMEA",550,"SPECIAL TOPICS",16,0,0,0,0,3.8,16
"SOC",110,"SURVEY SOCIOLOGY",63,88,16,5,2,3,179
"SOC",212,"COMP SOCIAL CHANGE",35,46,13,2,1,3.1,99
"SOC",221,"STAT FOR SOC SCI",7,24,9,0,3,2.7,45
"SOC",230,"US HEALTH DISPARITY",135,42,16,1,0,3.45,196
"SOC",270,"SOCIAL PROBLEMS",118,142,10,7,3,3.2,285
"SOC",287,"SOC OF SEXUALITY",65,68,23,6,1,3,167
"SOC",292,"PUBLIC SCHL IN AMER",17,8,3,4,4,2.8,37
"SOC",300,"FOUND SOC INQUIRY",88,32,17,0,9,3.1,151
"SOC",316,"SOCIOLOGICAL THEORY",28,75,9,1,5,2.9,124
"SOC",351,"INTIMATE RELATNSHPS",30,35,3,1,3,3.2,74
"SOC",352,"THE FAMILY",6,20,7,0,1,2.8,36
"SOC",371,"CRIMINOLOGY",24,51,15,3,0,2.9,93
"SOC",374,"LAW AND SOCIETY",34,51,11,2,1,3,100
"SOC",379,"ENVIRON SOCIOLOGY",9,4,0,0,0,3.6,13
"SOC",402,"EDUCATION PRACTICUM",8,6,2,0,0,3.2,16
"SOC",434,"DEMOGRAPHIC ASIA",7,6,0,0,0,3.3,13
"SOC",504,"SOCIAL STATISTICS",18,0,0,0,0,3.7,18
"SOC",562,"SMNR COMP RACE RLTN",13,0,0,0,0,3.7,13
"SOC W",500,"INTEL & HIST FNDTNS",171,8,0,0,1,3.77142857142857,182
"SOC W",501,"POVERTY&INEQUALITY",102,2,0,0,0,3.825,106
"SOC W",504,"SOC WRK SOC JUSTIC",180,0,0,0,0,3.8375,182
"SOC W",505,"SOC WELF RES",68,2,0,0,1,3.76666666666667,71
"SOC W",510,"PR 1-INTRO SW PRAC",101,0,0,0,0,3.86,103
"SOC W",521,"CHILD-FAM POL/SVCS",28,0,0,0,0,3.8,28
"SOC W",526,"MULTI-GEN POLICY",15,1,0,0,0,3.9,16
"SOC W",527,"GLOBALIZATION",29,0,0,0,0,3.9,29
"SOC W",528,"HEALTH CARE POLICY",21,3,1,0,0,3.7,25
"SOC W",529,"MENTAL HLTH POLICY",39,0,0,0,0,3.8,39
"SOC W",530,"ADV PRAC: CH & FAM",22,5,0,0,0,3.6,27
"SOC W",534,"PRAXIS/INTERG DIAL",29,0,0,0,0,4,29
"SOC W",540,"ADV HEALTH PRACT I",23,1,0,0,0,3.8,24
"SOC W",544,"CLINICAL SW INDIV I",45,0,0,0,0,3.9,45
"SOC W",549,"ADV PRACT II: MG",19,1,0,0,0,3.9,20
"SOC W",550,"PRGRM MGMT & CHANGE",21,1,0,0,0,3.9,22
"SOC W",557,"CRITICL ILLNSS CARE",14,0,0,0,0,4,14
"SOC W",560,"POLICY PROCESSES",19,2,1,0,0,3.7,22
"SOC W",563,"ADV PRACT II: H/MH",35,1,0,0,0,3.8,36
"SOC W",571,"MENTAL DISORDERS",56,1,0,0,0,3.75,59
"SOC W",593,"CHEMDEP:ASSESS/CNSL",25,0,0,0,0,3.9,25
"SOC WF",200,"INTRO SOC WLFR PRAC",66,9,0,0,0,3.7,75
"SOC WF",310,"SOCL WELF PRAC I",35,11,0,0,0,3.6,47
"SOC WF",390,"SOC WELFARE RESEARCH",45,2,0,0,0,3.75,47
"SOC WF",402,"HUM BEH & SOC ENV 1",43,3,0,0,0,3.8,47
"SOC WF",405,"FIELDWORK SEMINAR",45,0,0,0,0,3.85,45
"SOC WL",591,"SOC-WELFARE SEMINAR",14,0,0,0,0,3.8,14
"SPAN",101,"ELEMENTARY SPANISH",24,16,2,1,0,3.3,43
"SPAN",102,"ELEMENTARY SPANISH",32,26,7,0,0,3.23333333333333,66
"SPAN",103,"ELEMENTARY SPANISH",56,40,6,3,1,3.22,106
"SPAN",121,"SPANISH IMMERSION",18,11,1,1,0,3.35,33
"SPAN",201,"INTERMEDIATE SPAN",50,39,5,3,0,3.24,98
"SPAN",202,"INTERMEDIATE SPAN",49,17,2,1,0,3.425,70
"SPAN",203,"INTERMEDIATE SPAN",41,9,1,1,0,3.5,52
"SPAN",216,"HERITAGE LEARNERS",5,10,1,0,0,3.1,16
"SPAN",301,"ADVANCED SPANISH",37,30,0,1,2,3.225,71
"SPAN",302,"ADVANCED SPANISH",54,2,0,0,0,3.75,57
"SPAN",303,"ADVANCED SPANISH",39,4,2,0,1,3.5,47
"SPAN",307,"COLONIAL LAT-AM LIT",12,5,2,0,1,3.1,20
"SPAN",316,"COMP FOR HERITAGE",7,4,2,0,0,3.2,13
"SPAN",321,"INTRO LITRARY STDS",30,12,0,0,0,3.5,43
"SPAN",360,"CONTEMPORARY SPAIN",16,3,1,0,0,3.6,20
"SPAN",398,"TOPICS SPAN LING",10,6,0,0,0,3.4,16
"SPAN",403,"EVOLUTION SPAN LANG",9,5,0,0,0,3.5,14
"SPAN",406,"ADV SPAN GRAMMAR",18,10,0,0,0,3.4,29
"SPAN",453,"CERVANTES & TIMES",18,4,0,0,0,3.6,23
"SPAN",484,"CONTEMP LAT AM LIT",5,7,1,0,0,3.3,13
"SPH",380,"PH HISTORY",91,13,0,0,0,3.7,104
"SPH",480,"PH RESEARCH METHODS",38,80,10,1,0,3.1,129
"SPH",491,"CAPSTONE I",49,2,1,0,1,3.7,54
"SPHSC",100,"VOICE&ARTIC IMPROV",77,15,2,0,1,3.525,99
"SPHSC",303,"LANGUAGE SCIENCE",37,14,1,0,1,3.55,54
"SPHSC",305,"SPEECH & LANG DIS",63,17,2,0,0,3.7,82
"SPHSC",371,"HEARING DISORDERS",45,19,2,0,0,3.5,66
"SPHSC",462,"HEARING DEVELOPMENT",14,8,0,0,0,3.5,22
"SPHSC",471,"BASIC AUDIOMETRY",53,21,4,1,1,3.4,80
"SPHSC",500,"CLINICAL METHODS",41,0,0,0,0,3.8,41
"SPHSC",501,"NEUR BASES SP LANG",32,9,0,0,0,3.6,41
"SPHSC",537,"ASSMT FLUENCY DIS",39,4,0,0,0,3.65,43
"SPHSC",538,"COGNIT COM DISORDER",40,2,0,0,0,3.8,42
"SPHSC",539,"SPCH PHONLOGCL DSRDR",34,7,0,0,0,3.65,41
"SPHSC",545,"VOICE DIS MED SETNG",21,3,0,0,0,3.6,24
"STAT",220,"PRIN STAT REASONING",33,76,38,5,4,2.8,164
"STAT",221,"STAT FOR SOC SCI",54,58,11,0,4,3.1,128
"STAT",311,"ELEMNTS STAT METHOD",96,157,18,7,3,3.1,301
"STAT",340,"PROB AND MATH STAT",14,18,1,0,0,3.2,33
"STAT",390,"PROB STAT ENG SCI",13,16,5,0,0,3.1,35
"STAT",421,"APPL STAT EXP DESGN",10,11,9,0,1,2.8,32
"STAT",502,"DESIGN ANLYS EXPMTS",16,4,0,0,0,3.6,21
"STAT",512,"STATISTCAL INFERNCE",33,21,0,0,0,3.45,58
"STAT",516,"STOCHASTIC MODELING",15,10,0,0,0,3.5,25
"STAT",535,"STATISTICAL LEARNING",15,16,1,0,0,3.4,38
"STAT",536,"ANALYSIS CATEGR DATA",18,0,0,0,0,3.9,18
"STAT",570,"REGR METHODS:INDEPT",22,9,0,0,0,3.5,31
"STAT",581,"ADV THRY STAT INFER",18,6,0,0,0,3.6,24
"SWA",101,"BASIC SWAHILI",28,10,0,0,1,3.6,42
"SWED",101,"ELEMENTARY SWEDISH",19,0,0,0,0,3.8,19
"TAGLG",101,"BASIC TAGALOG",47,2,0,0,0,3.9,50
"TMMBA",505,"STRAT MKTG MGMT",45,23,0,0,0,3.5,68
"TMMBA",514,"DECISION MODELING",41,19,0,0,0,3.6,64
"TMMBA",515,"STRAT MGT OF TECH",57,11,0,0,0,3.6,68
"TMMBA",517,"M ACCT & DEC MAKING",40,28,0,0,0,3.45,68
"URBDP",479,"THE URBAN FORM",39,3,0,0,0,3.7,42
"URBDP",500,"SURVEY OF URB PLAN",37,3,0,0,0,3.6,40
"URBDP",512,"RESEARCH SEMINAR",29,1,0,0,0,3.6,31
"URBDP",520,"QUANT METHODS PLAN",30,1,0,0,0,3.8,31
"URBDP",552,"INTRO REAL ESTATE",10,3,0,0,0,3.5,14
"URBDP",598,"SPECIAL TOPICS",39,9,0,0,0,3.65,48
"VIET",111,"ELEMENTARY VIET",22,3,0,0,0,3.8,25
